id,name,middle_category_id,order_number,brand_upper_category_id,size_type_id,
799,その他,91,5,10,,
800,Andoroid用ケース,92,1,10,,
801,iPhone用ケース,92,2,10,,
802,カバー,92,3,,,
803,イヤホンジャック,92,4,,,
804,ストラップ,92,5,,,
805,フィルム,92,6,,,
806,自撮り棒,92,7,10,,
807,その他,92,8,,,
808,タブレット,93,1,10,,
809,ノートPC,93,2,10,,
810,デスクトップ型PC,93,3,10,,
811,ディスプレイ,93,4,10,,
812,電子ブックリーダー,93,5,10,,
813,PC周辺機器,93,6,10,,
814,PCパーツ,93,7,10,,
815,その他,93,8,10,,
816,デジタルカメラ,94,1,10,,
817,ビデオカメラ,94,2,10,,
818,レンズ（単焦点）,94,3,10,9,
819,レンズ（ズーム）,94,4,10,9,
820,フィルムカメラ,94,5,10,,
821,防犯カメラ,94,6,10,,
822,その他,94,7,10,,
823,テレビ,95,1,10,8,
824,プロジェクター,95,2,10,,
825,ブルーレイレコーダー,95,3,10,,
826,DVDレコーダー,95,4,10,,
827,ブルーレイプレーヤー,95,5,10,,
828,DVDプレーヤー,95,6,10,,
829,映像用ケーブル,95,7,10,,
830,その他,95,8,10,,
831,ポータブルプレーヤー,96,1,10,,
832,イヤフォン,96,2,10,,
833,ヘッドフォン,96,3,10,,
834,アンプ,96,4,10,,
835,スピーカー,96,5,10,,
836,ケーブル/シールド,96,6,10,,
837,ラジオ,96,7,10,,
838,その他,96,8,10,,
839,ヘアドライヤー,97,1,10,,
840,ヘアアイロン,97,2,10,,
841,美容機器,97,3,10,,
842,電気シェーバー,97,4,10,,
843,電動歯ブラシ,97,5,10,,
844,その他,97,6,10,,
845,エアコン,98,1,10,,
846,空気清浄器,98,2,10,,
847,加湿器,98,3,10,,
848,扇風機,98,4,10,,
849,除湿機,98,5,10,,
850,ファンヒーター,98,6,10,,
851,電気ヒーター,98,7,10,,
852,オイルヒーター,98,8,10,,
853,ストーブ,98,9,10,,
854,ホットカーペット,98,10,10,,
855,こたつ,98,11,10,,
856,電気毛布,98,12,10,,
857,その他,98,13,10,,
858,冷蔵庫,99,1,10,,
859,洗濯機,99,2,10,,
860,炊飯器,99,3,10,,
861,電子レンジ/オーブン,99,4,10,,
862,調理機器,99,5,10,,
863,アイロン,99,6,10,,
864,掃除機,99,7,10,,
865,エスプレッソマシン,99,8,10,,
866,コーヒーメーカー,99,9,10,,
867,衣類乾燥機,99,10,10,,
868,その他,99,11,10,,
869,その他,100,1,10,,
870,クラブ,101,1,9,,
871,ウェア（男性用）,101,2,9,,
872,ウェア（女性用）,101,3,9,,
873,バッグ,101,4,9,,
874,シューズ（男性用）,101,5,9,,
875,シューズ（女性用）,101,6,9,,
876,アクセサリー,101,7,9,,
877,その他,101,8,9,,
878,ロッド,102,1,9,,
879,リール,102,2,9,,
880,ルアー用品,102,3,9,,
881,ウェア,102,4,9,,
882,釣り糸/ライン,102,5,9,,
883,その他,102,6,9,,
884,自転車本体,103,1,9,,
885,ウェア,103,2,9,,
886,パーツ,103,3,9,,
887,アクセサリー,103,4,9,,
888,バッグ,103,5,9,,
889,工具/メンテナンス,103,6,9,,
890,その他,103,7,9,,
891,ランニング,104,1,9,,
892,ウォーキング,104,2,9,,
893,ヨガ,104,3,9,,
894,トレーニング用品,104,4,9,,
895,その他,104,5,9,,
896,ウェア,105,1,9,,
897,シューズ,105,2,9,,
898,グローブ,105,3,9,,
899,バット,105,4,9,,
900,アクセサリー,105,5,9,,
901,防具,105,6,9,,
902,練習機器,105,7,9,,
903,記念グッズ,105,8,9,,
904,応援グッズ,105,9,9,,
905,その他,105,10,9,,
906,ウェア,106,1,9,,
907,シューズ,106,2,9,,
908,ボール,106,3,9,,
909,アクセサリー,106,4,9,,
910,記念グッズ,106,5,9,,
911,応援グッズ,106,6,9,,
912,その他,106,7,9,,
913,ラケット（硬式用）,107,1,9,,
914,ラケット（軟式用）,107,2,9,,
915,ウェア,107,3,9,,
916,シューズ,107,4,9,,
917,ボール,107,5,9,,
918,アクセサリー,107,6,9,,
919,記念グッズ,107,7,9,,
920,応援グッズ,107,8,9,,
921,その他,107,9,9,,
922,ボード,108,1,9,14,
923,バインディング,108,2,9,,
924,ブーツ（男性用）,108,3,9,2,
925,ブーツ（女性用）,108,4,9,3,
926,ブーツ（子ども用）,108,5,9,6,
927,ウェア/装備（男性用）,108,6,9,1,
928,ウェア/装備（女性用）,108,7,9,1,
929,ウェア/装備（子ども用）,108,8,9,5,
930,アクセサリー,108,9,9,,
931,バッグ,108,10,9,,
932,その他,108,11,9,,
933,板,109,1,9,13,
934,ブーツ（男性用）,109,2,9,2,
935,ブーツ（女性用）,109,3,9,3,
936,ブーツ（子ども用）,109,4,9,6,
937,ビンディング,109,5,9,,
938,ウェア/装備（男性用）,109,6,9,1,
939,ウェア/装備（女性用）,109,7,9,1,
940,ウェア/装備（子ども用）,109,8,9,5,
941,ストック,109,9,9,,
942,その他,109,10,9,,
943,ダンス/バレエ,110,1,9,,
944,サーフィン,110,2,9,,
945,バスケットボール,110,3,9,,
946,バドミントン,110,4,9,,
947,バレーボール,110,5,9,,
948,スケートボード,110,6,9,,
949,陸上競技,110,7,9,,
950,ラグビー,110,8,9,,
951,アメリカンフットボール,110,9,9,,
952,ボクシング,110,10,9,,
953,ボウリング,110,11,9,,
954,その他,110,12,9,,
955,テント/タープ,111,1,9,,
956,ライト/ランタン,111,2,9,,
957,寝袋/寝具,111,3,9,,
958,テーブル/チェア,111,4,9,,
959,ストーブ/コンロ,111,5,9,,
960,調理器具,111,6,9,,
961,食器,111,7,9,,
962,登山用品,111,8,9,,
963,その他,111,9,9,,
964,旅行用品,112,1,9,,
965,その他,112,2,9,,
966,ピアス,113,1,,,
967,イヤリング,113,2,,,
968,ネックレス,113,3,,,
969,ブレスレット,113,4,,,
970,リング,113,5,,,
971,チャーム,113,6,,,
972,ヘアゴム,113,7,,,
973,アンクレット,113,8,,,
974,その他,113,9,,,
975,バッグ（女性用）,114,1,,,
976,バッグ（男性用）,114,2,,,
977,財布（女性用）,114,3,,,
978,財布（男性用）,114,4,,,
979,ファッション雑貨,114,5,,,
980,その他,114,6,,,
981,アクセサリー（男性用）,115,1,,,
982,時計（女性用）,115,2,,,
983,時計（男性用）,115,3,,,
984,その他,115,4,,,
985,キッチン用品,116,1,,,
986,家具,116,2,,,
987,文房具,116,3,,,
988,アート/写真,116,4,,,
989,アロマ/キャンドル,116,5,,,
990,フラワー/ガーデン,116,6,,,
991,その他,116,7,,,
992,クラフト/布製品,117,1,,,
993,おもちゃ/人形,117,2,,,
994,その他,117,3,,,
995,ファッション雑貨,118,1,,,
996,スタイ/よだれかけ,118,2,,,
997,外出用品,118,3,,,
998,ネームタグ,118,4,,,
999,その他,118,5,,,
1000,各種パーツ,119,1,,,
1001,生地/糸,119,2,,,
1002,型紙/パターン,119,3,,,
1003,その他,119,4,,,
1004,Ingress,120,1,,,
1005,クリエイターズ宇宙兄弟,120,2,,,
1006,男性アイドル,122,1,,,
1007,女性アイドル,122,2,,,
1008,韓流,122,3,,,
1009,国内アーティスト,122,4,,,
1010,海外アーティスト,122,5,,,
1011,音楽フェス,122,6,,,
1012,声優/アニメ,122,7,,,
1013,その他,122,8,,,
1014,サッカー,123,1,,,
1015,野球,123,2,,,
1016,テニス,123,3,,,
1017,格闘技/プロレス,123,4,,,
1018,相撲/武道,123,5,,,
1019,ゴルフ,123,6,,,
1020,バレーボール,123,7,,,
1021,バスケットボール,123,8,,,
1022,モータースポーツ,123,9,,,
1023,ウィンタースポーツ,123,10,,,
1024,その他,123,11,,,
1025,ミュージカル,124,1,,,
1026,演劇,124,2,,,
1027,伝統芸能,124,3,,,
1028,落語,124,4,,,
1029,お笑い,124,5,,,
1030,オペラ,124,6,,,
1031,サーカス,124,7,,,
1032,バレエ,124,8,,,
1033,その他,124,9,,,
1034,声優/アニメ,125,1,,,
1035,キッズ/ファミリー,125,2,,,
1036,トークショー/講演会,125,3,,,
1037,その他,125,4,,,
1038,邦画,126,1,,,
1039,洋画,126,2,,,
1040,その他,126,3,,,
1041,遊園地/テーマパーク,127,1,,,
1042,美術館/博物館,127,2,,,
1043,スキー場,127,3,,,
1044,ゴルフ場,127,4,,,
1045,フィットネスクラブ,127,5,,,
1046,プール,127,6,,,
1047,ボウリング場,127,7,,,
1048,水族館,127,8,,,
1049,動物園,127,9,,,
1050,その他,127,10,,,
1051,ショッピング,128,1,,,
1052,レストラン/食事券,128,2,,,
1053,フード/ドリンク券,128,3,,,
1054,宿泊券,128,4,,,
1055,その他,128,5,,,
1056,国内自動車本体,130,1,15,,
1057,外国自動車本体,130,2,16,,
1058,タイヤ/ホイールセット,131,1,13,12,
1059,タイヤ,131,2,13,12,
1060,ホイール,131,3,13,12,
1061,その他,131,4,13,,
1062,サスペンション,132,1,13,,
1063,ブレーキ,132,2,13,,
1064,外装、エアロパーツ,132,3,13,,
1065,ライト,132,4,13,,
1066,内装品、シート,132,5,13,,
1067,ステアリング,132,6,13,,
1068,マフラー・排気系,132,7,13,,
1069,エンジン、過給器、冷却装置,132,8,13,,
1070,クラッチ、ミッション、駆動系,132,9,13,,
1071,電装品,132,10,13,,
1072,補強パーツ,132,11,13,,
1073,汎用パーツ,132,12,13,,
1074,外国自動車用パーツ,132,13,13,,
1075,その他,132,14,13,,
1076,車内アクセサリー,133,1,13,,
1077,メンテナンス用品,133,2,13,,
1078,チャイルドシート,133,3,13,,
1079,ドライブレコーダー,133,4,13,,
1080,レーダー探知機,133,5,13,,
1081,カタログ/マニュアル,133,6,13,,
1082,セキュリティ,133,7,13,,
1083,ETC,133,8,13,,
1084,その他,133,9,13,,
1085,タイヤ,135,1,11,,
1086,マフラー,135,2,11,,
1087,エンジン、冷却装置,135,3,11,,
1088,カウル、フェンダー、外装,135,4,11,,
1089,サスペンション,135,5,11,,
1090,ホイール,135,6,11,,
1091,シート,135,7,11,,
1092,ブレーキ,135,8,11,,
1093,タンク,135,9,11,,
1094,ライト、ウィンカー,135,10,11,,
1095,チェーン、スプロケット、駆動系,135,11,11,,
1096,メーター,135,12,11,,
1097,電装系,135,13,11,,
1098,ミラー,135,14,11,,
1099,外国オートバイ用パーツ,135,15,11,,
1100,その他,135,16,11,,
1101,ヘルメット/シールド,136,1,11,,
1102,バイクウェア/装備,136,2,11,,
1103,アクセサリー,136,3,11,,
1104,メンテナンス,136,4,11,,
1105,カタログ/マニュアル,136,5,11,,
1106,その他,136,6,11,,
1107,ペットフード,138,1,,,
1108,犬用品,138,2,,,
1109,猫用品,138,3,,,
1110,魚用品/水草,138,4,,,
1111,小動物用品,138,5,,,
1112,爬虫類/両生類用品,138,6,,,
1113,かご/おり,138,7,,,
1114,鳥用品,138,8,,,
1115,虫類用品,138,9,,,
1116,その他,138,10,,,
1117,菓子,139,1,,,
1118,米,139,2,,,
1119,野菜,139,3,,,
1120,果物,139,4,,,
1121,調味料,139,5,,,
1122,魚介類（加工食品）,139,6,,,
1123,肉類（加工食品）,139,7,,,
1124,その他 加工食品,139,8,,,
1125,その他,139,9,,,
1126,コーヒー,140,1,14,,
1127,ソフトドリンク,140,2,14,,
1128,ミネラルウォーター,140,3,14,,
1129,茶,140,4,14,,
1130,ウイスキー,140,5,14,,
1131,ワイン,140,6,14,,
1132,ブランデー,140,7,14,,
1133,焼酎,140,8,14,,
1134,日本酒,140,9,14,,
1135,ビール、発泡酒,140,10,14,,
1136,その他,140,11,14,,
1137,タオル/バス用品,141,1,,,
1138,日用品/生活雑貨,141,2,,,
1139,洗剤/柔軟剤,141,3,,,
1140,旅行用品,141,4,,,
1141,防災関連グッズ,141,5,,,
1142,その他,141,6,,,
1143,雑貨,142,1,,,
1144,工芸品,142,2,,,
1145,家具,142,3,,,
1146,印刷物,142,4,,,
1147,その他,142,5,,,
1148,筆記具,143,1,,,
1149,ノート/メモ帳,143,2,,,
1150,テープ/マスキングテープ,143,3,,,
1151,カレンダー/スケジュール,143,4,,,
1152,アルバム/スクラップ,143,5,,,
1153,ファイル/バインダー,143,6,,,
1154,はさみ/カッター,143,7,,,
1155,カードホルダー/名刺管理,143,8,,,
1156,のり/ホッチキス,143,9,,,
1157,その他,143,10,,,
1158,オフィス用品一般,144,1,,,
1159,オフィス家具,144,2,,,
1160,店舗用品,144,3,,,
1161,OA機器,144,4,,,
1162,ラッピング/包装,144,5,,,
1163,その他,144,6,,,
